name,email,province,city,date,letter,gifts
James,james.m@gmail.com,Quebec,Quebec City,2024-11-04,"Hey Santa!

What's up? It's James here from Quebec City, Quebec. I've been crushing it this year - no coal for me, right? 😉
I'm dreaming of a LEGO Sets under the tree. Oh, and if you've got room in that sleigh, a solar-powered phone charger would be epic too!

You're the best, big guy!
James
","LEGO Sets, solar-powered phone charger"
Kathy,,Ontario,Mississauga,2024-11-10,"Santa, my dude!

Kathy here, repping Mississauga, Ontario. I've been good(ish) this year, promise!
I'm crossing my fingers for a book. And if you're feeling extra magical, a robot would make my year!

You rock, Santa!
Kathy
","book, robot"
Tammy,tammy123@gmail.com,Alberta,Red Deer,2024-12-07,"Dear Santa Claus,

Hello! My name is Tammy, and I live in Red Deer, Alberta.
I’ve been very kind and helpful this year. For Christmas, I would really like a Electric Candle Lighter.
It would also make me so happy to have a LEGO Star Wars Set if you can manage it.

Thank you so much, Santa!
Yours truly,
Tammy
","Electric Candle Lighter, LEGO Star Wars Set"
Oscar,oscar2010@yahoo.com,Nova Scotia,Dartmouth,2024-11-16,"Hey Santa!

What's up? It's Oscar here from Dartmouth, Nova Scotia. I've been crushing it this year - no coal for me, right? 😉
I'm dreaming of a personalized leather journal under the tree. Oh, and if you've got room in that sleigh, a Samsung Galaxy Tab A9+ would be epic too!

You're the best, big guy!
Oscar
","personalized leather journal, Samsung Galaxy Tab A9+"
Marissa,marissa.red@yahoo.com,Alberta,Red Deer,2024-11-03,"S-man!

What's crackin'? It's Marissa from Red Deer, Alberta. I've been keeping my nose clean all year.
I'm super stoked about maybe getting a Apple Watch. And if you're feeling extra jolly, a toy car would be off the hook!

You're a legend, Santa!
Marissa
","Apple Watch, toy car"
Joyce,,Nunavut,Rankin Inlet,2024-12-13,"Santa, my main man!

Joyce here, chillin' in Rankin Inlet, Nunavut. I've been keeping it real and staying good.
I'm dreaming of unwrapping a heated blanket with remote on Christmas morning. And if you're feeling generous, a book would be the cherry on top!

You're the GOAT, Santa!
Joyce
","heated blanket with remote, book"
William,,Manitoba,Brandon,2024-11-16,"Santa, my dude!

William here, repping Brandon, Manitoba. I've been good(ish) this year, promise!
I'm crossing my fingers for a Transformers Authentics Optimus Prime. And if you're feeling extra magical, a Funko POP! Figures (NBA, MLB, Marvel) would make my year!

You rock, Santa!
William
","Transformers Authentics Optimus Prime, Funko POP! Figures (NBA, MLB, Marvel)"
Mary,mary789@gmail.com,Yukon,Watson Lake,2024-11-15,"Santa, my dude!

Mary here, repping Watson Lake, Yukon. I've been good(ish) this year, promise!
I'm crossing my fingers for a Yellow Dress-Up Set. And if you're feeling extra magical, a 3D printing pen would make my year!

You rock, Santa!
Mary
","Yellow Dress-Up Set, 3D printing pen"
Amber,,Prince Edward Island,Summerside,2024-12-05,"Dear Santa Claus,

Hello! My name is Amber, and I live in Summerside, Prince Edward Island.
I’ve been very kind and helpful this year. For Christmas, I would really like a X-Shot Excel Reflex 6 Blaster.
It would also make me so happy to have a Rainbow Loom Charm Bracelet Kit if you can manage it.

Thank you so much, Santa!
Yours truly,
Amber
","X-Shot Excel Reflex 6 Blaster, Rainbow Loom Charm Bracelet Kit"
Emily,emily.fre@hotmail.com,New Brunswick,Fredericton,2024-12-16,"Hi Santa,

I'm Emily from Fredericton, New Brunswick. It's been a great year, and I've tried my best to be good. 
For Christmas, I have my eyes set on a Miniverse Make It Mini Food Kits. If it’s not too much trouble, I’d also love a Minnie Mouse Hat and Mittens.

Happy Holidays, Santa!
Best wishes,
Emily
","Miniverse Make It Mini Food Kits, Minnie Mouse Hat and Mittens"
Tyler,tyler.fre@mail.com,New Brunswick,Fredericton,2024-11-17,"To Santa Claus,

My name is Tyler, and I live in Fredericton, New Brunswick.
This year, I’ve worked really hard to stay on the 'nice' list. For Christmas, I would be so happy 
to receive a virtual pet robot. And if it’s not too much to ask, I would love a Skullcandy Dime 2 In-Ear Wireless Earbuds as well.

Thank you so much, Santa!
Warm regards,
Tyler
","virtual pet robot, Skullcandy Dime 2 In-Ear Wireless Earbuds"
Joshua,joshua.miller@hotmail.com,Northwest Territories,Inuvik,2024-12-13,"Hey Santa!

What's up? It's Joshua here from Inuvik, Northwest Territories. I've been crushing it this year - no coal for me, right? 😉
I'm dreaming of a ALEX Glow Sketch It Nail Pens under the tree. Oh, and if you've got room in that sleigh, a wireless gaming mouse would be epic too!

You're the best, big guy!
Joshua
","ALEX Glow Sketch It Nail Pens, wireless gaming mouse"
Glenn,glenn.fre@outlook.com,New Brunswick,Fredericton,2024-12-15,"Hi there, Santa!

It's Glenn from Fredericton, New Brunswick. I've been trying my best to stay on the nice list.
I'm really wishing for a color-changing smart light bulb this year. And if it's not too much, a toy car would be amazing too!

Thanks for all you do!
Glenn
","color-changing smart light bulb, toy car"
Amanda,,British Columbia,Burnaby,2024-12-20,"S-man!

What's crackin'? It's Amanda from Burnaby, British Columbia. I've been keeping my nose clean all year.
I'm super stoked about maybe getting a bicycle. And if you're feeling extra jolly, a portable karaoke microphone would be off the hook!

You're a legend, Santa!
Amanda
","bicycle, portable karaoke microphone"
Christopher,,British Columbia,Burnaby,2024-12-15,"Yo Santa!

Christopher checking in from Burnaby, British Columbia. This year's been wild, but I've kept it cool. 
I'm hyped about maybe getting a LEGO Batman Mech Armor. And, if you're feeling extra jolly, a LEGO Star Wars Set would blow my mind!

Stay frosty!
Christopher
","LEGO Batman Mech Armor, LEGO Star Wars Set"
Krista,krista.daw@hotmail.com,Yukon,Dawson City,2024-11-13,"Dear Santa Claus,

It’s Krista here from Dawson City, Yukon! I hope you and the reindeer are doing great.
This year, I’ve been really good, and I’d be super excited to get a mini drone.
And if it’s okay, I’d also love a skateboard to make the holidays even more special.

Thanks so much, Santa!
Love,
Krista
","mini drone, skateboard"
Amanda,amanda2015@gmail.com,Nova Scotia,Sydney,2024-11-06,"Yo Santa!

Amanda checking in from Sydney, Nova Scotia. This year's been wild, but I've kept it cool. 
I'm hyped about maybe getting a ElectroCubes Nightlight Building Set. And, if you're feeling extra jolly, a book would blow my mind!

Stay frosty!
Amanda
","ElectroCubes Nightlight Building Set, book"
Jaime,jaime789@gmail.com,British Columbia,Burnaby,2024-12-03,"Hi Santa,

I'm Jaime from Burnaby, British Columbia. It's been a great year, and I've tried my best to be good. 
For Christmas, I have my eyes set on a Barbie Dreamhouse. If it’s not too much trouble, I’d also love a Nintendo Switch Game.

Happy Holidays, Santa!
Best wishes,
Jaime
","Barbie Dreamhouse, Nintendo Switch Game"
John,,Manitoba,Brandon,2024-12-17,"Dear Santa Claus,

It’s John here from Brandon, Manitoba! I hope you and the reindeer are doing great.
This year, I’ve been really good, and I’d be super excited to get a Harry Potter Wand.
And if it’s okay, I’d also love a portable projector to make the holidays even more special.

Thanks so much, Santa!
Love,
John
","Harry Potter Wand, portable projector"
Heather,,Quebec,Montreal,2024-11-13,"Hey Santa, what's good?

It's your buddy Heather from Montreal, Quebec. I've been trying to keep my cool all year.
I'm really hoping to score a 3D printing pen this Christmas. And if you've got any magic left, a virtual pet robot would be sick!

Keep sleighing it, Santa!
Heather
","3D printing pen, virtual pet robot"
Christopher,christopher2017@yahoo.com,New Brunswick,Saint John,2024-12-21,"Dear Santa Claus,

Christopher here from Saint John, New Brunswick. I've been working hard on being good this year.
I'm really excited about the possibility of getting a smart fitness tracker. And if it's not too much to ask, a personalized leather journal would be incredible!

Thanks for spreading joy!
Christopher
","smart fitness tracker, personalized leather journal"
Rebecca,rebecca.smith@gmail.com,Newfoundland and Labrador,Corner Brook,2024-12-19,"Dear Santa Claus,

Rebecca here from Corner Brook, Newfoundland and Labrador. I've been working hard on being good this year.
I'm really excited about the possibility of getting a Small Stoneware Vase. And if it's not too much to ask, a mechanical keyboard would be incredible!

Thanks for spreading joy!
Rebecca
","Small Stoneware Vase, mechanical keyboard"
Jacob,,New Brunswick,Saint John,2024-12-16,"Dear Santa Claus,

Jacob here from Saint John, New Brunswick. I've been working hard on being good this year.
I'm really excited about the possibility of getting a LEGO Creator 3-in-1 Mighty Dinosaurs. And if it's not too much to ask, a virtual reality headset would be incredible!

Thanks for spreading joy!
Jacob
","LEGO Creator 3-in-1 Mighty Dinosaurs, virtual reality headset"
Kenneth,,Nunavut,Cambridge Bay,2024-11-03,"Dear Santa Claus,

Kenneth here from Cambridge Bay, Nunavut. I've been working hard on being good this year.
I'm really excited about the possibility of getting a LEGO Star Wars Set. And if it's not too much to ask, a Barbie Dreamhouse would be incredible!

Thanks for spreading joy!
Kenneth
","LEGO Star Wars Set, Barbie Dreamhouse"
Katie,,Newfoundland and Labrador,Gander,2024-12-06,"Santa, my dude!

Katie here, repping Gander, Newfoundland and Labrador. I've been good(ish) this year, promise!
I'm crossing my fingers for a digital art drawing tablet. And if you're feeling extra magical, a desktop bonsai tree kit would make my year!

You rock, Santa!
Katie
","digital art drawing tablet, desktop bonsai tree kit"
Courtney,courtney789@outlook.com,Ontario,Brampton,2024-12-19,"Santa, my dude!

Courtney here, repping Brampton, Ontario. I've been good(ish) this year, promise!
I'm crossing my fingers for a heated blanket with remote. And if you're feeling extra magical, a vintage-style typewriter keyboard would make my year!

You rock, Santa!
Courtney
","heated blanket with remote, vintage-style typewriter keyboard"
Christopher,,Prince Edward Island,Charlottetown,2024-11-25,"Santa, my dude!

Christopher here, repping Charlottetown, Prince Edward Island. I've been good(ish) this year, promise!
I'm crossing my fingers for a Apple iPad Air. And if you're feeling extra magical, a smart water bottle would make my year!

You rock, Santa!
Christopher
","Apple iPad Air, smart water bottle"
Wesley,wesley789@mail.com,Nova Scotia,Sydney,2024-11-18,"Dear Santa Claus,

Wesley here from Sydney, Nova Scotia. I've been working hard on being good this year.
I'm really excited about the possibility of getting a portable bluetooth speaker. And if it's not too much to ask, a noise-cancelling headphones would be incredible!

Thanks for spreading joy!
Wesley
","portable bluetooth speaker, noise-cancelling headphones"
Ashley,ashley.lav@mail.com,Quebec,Laval,2024-11-21,"Dear Santa Claus,

It’s Ashley here from Laval, Quebec! I hope you and the reindeer are doing great.
This year, I’ve been really good, and I’d be super excited to get a magnetic levitating globe.
And if it’s okay, I’d also love a LEGO Sets to make the holidays even more special.

Thanks so much, Santa!
Love,
Ashley
","magnetic levitating globe, LEGO Sets"
Marcus,marcus2011@gmail.com,New Brunswick,Fredericton,2024-11-07,"Santa, my main man!

Marcus here, chillin' in Fredericton, New Brunswick. I've been keeping it real and staying good.
I'm dreaming of unwrapping a robot on Christmas morning. And if you're feeling generous, a Electric Candle Lighter would be the cherry on top!

You're the GOAT, Santa!
Marcus
","robot, Electric Candle Lighter"
Joseph,joseph.sai@mail.com,New Brunswick,Saint John,2024-11-15,"Santa, my dude!

Joseph here, repping Saint John, New Brunswick. I've been good(ish) this year, promise!
I'm crossing my fingers for a Teenage Mutant Ninja Turtles Figures. And if you're feeling extra magical, a Miniverse Make It Mini Food Kits would make my year!

You rock, Santa!
Joseph
","Teenage Mutant Ninja Turtles Figures, Miniverse Make It Mini Food Kits"
Jonathan,jonathan.iqa@hotmail.com,Nunavut,Iqaluit,2024-12-24,"Hi Santa,

I'm Jonathan from Iqaluit, Nunavut. It's been a great year, and I've tried my best to be good. 
For Christmas, I have my eyes set on a compact sewing machine. If it’s not too much trouble, I’d also love a art supplies.

Happy Holidays, Santa!
Best wishes,
Jonathan
","compact sewing machine, art supplies"
Tammy,tammy2014@mail.com,Yukon,Watson Lake,2024-12-13,"Hi Santa,

I'm Tammy from Watson Lake, Yukon. It's been a great year, and I've tried my best to be good. 
For Christmas, I have my eyes set on a wireless charging pad. If it’s not too much trouble, I’d also love a Harry Potter Wand.

Happy Holidays, Santa!
Best wishes,
Tammy
","wireless charging pad, Harry Potter Wand"
Roger,roger.vic@yahoo.com,British Columbia,Victoria,2024-12-07,"Dear Santa Claus,

Roger here from Victoria, British Columbia. I've been working hard on being good this year.
I'm really excited about the possibility of getting a doll. And if it's not too much to ask, a mini waffle maker would be incredible!

Thanks for spreading joy!
Roger
","doll, mini waffle maker"
